Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
1167,322,110,3,3.5,2.5,8.67,1,0.8
1168,318,109,3,3,3,8.5,0,0.67
1169,329,111,4,4.5,4,9.01,1,0.81
1170,321,114,4,4,5,9.12,0,0.85
1171,331,117,4,4.5,5,9.42,1,0.94
1172,323,113,4,4,4.5,9.23,1,0.89
1173,306,110,2,3.5,4,8.45,0,0.63
1174,323,113,3,4,4,8.88,1,0.79
1175,328,110,4,4,2.5,9.02,1,0.81
1176,315,106,3,4.5,3.5,8.42,0,0.72
1177,325,112,4,3.5,3.5,8.92,0,0.55
1178,338,115,5,4.5,5,9.23,1,0.91
1179,322,110,3,4,5,8.64,1,0.85
1180,307,101,3,4,3,8.2,0,0.47
1181,307,107,2,3,3.5,8.52,1,0.78
1182,335,117,5,5,5,9.56,1,0.94
1183,308,103,2,2.5,4,8.36,1,0.7
1184,317,104,2,4.5,4,8.47,0,0.57
1185,311,106,2,3.5,3,8.26,1,0.79
1186,302,102,1,2,1.5,8,0,0.5
1187,321,111,5,5,5,9.45,1,0.93
1188,310,99,2,1.5,2,7.3,0,0.54
1189,296,97,2,1.5,2,7.8,0,0.49
1190,324,110,3,3.5,4,8.87,1,0.8
1191,302,101,2,2.5,3.5,7.96,0,0.46
1192,316,100,2,1.5,3,8.16,1,0.71
1193,299,97,3,5,3.5,7.66,0,0.38
1194,324,113,4,4.5,4,8.79,0,0.76
1195,311,105,3,3.5,3,8.45,1,0.59
1196,340,115,5,4.5,4.5,9.45,1,0.94
1197,307,108,2,4,3.5,7.7,0,0.48
1198,314,110,3,4,4,8.8,0,0.75
1199,328,112,4,4,4.5,9.1,1,0.78
1200,297,100,1,1.5,2,7.9,0,0.52
